tag,arm,step,cum_modes,cum_reactions,reactions_added,reward,source_hub,smiles
fraggfn_drd2,best_candidate,1,1,5,5,0.9999999447569937,CCc1ccc(F)cc1C1CCCN(c2ccncc2)C1,Fc1ccc(CCN2CCCC2)c(C2CCCN(c3ccncc3)C2)c1
fraggfn_drd2,best_candidate,2,2,10,5,0.9999999295574987,Clc1ccc(CCN2CCC(c3ccc[nH]3)CC2)cc1,Clc1ccc(CCN2CCC(c3ccc[nH]3)CC2)c(C2CC2)c1
fraggfn_drd2,best_candidate,3,3,15,5,0.9999999215400618,c1ccc(C2CCN(CCc3ccccc3C3CC3)CC2)nc1,Fc1ccc(C2CC2)c(CCN2CCC(c3ccccn3)CC2)c1
fraggfn_drd2,best_candidate,4,4,20,5,0.9999999085347652,c1ccc(C2CCCN(c3ccncc3)C2)c(CCN2CCCC2)c1,Ic1cnccc1N1CCCC(c2ccccc2CCN2CCCC2)C1
fraggfn_drd2,best_candidate,5,5,25,5,0.9999998556439196,Ic1ccc(C2CCNC2)c(CCN2CCCC2)c1,Ic1ccc(C2CCN(c3c[nH]c4ccccc34)C2)c(CCN2CCCC2)c1
fraggfn_drd2,best_candidate,6,6,30,5,0.999999839128825,c1ccc(C2CC2)c(CCN2CCC(c3ccncc3)CC2)c1,Ic1cc(C2CCN(CCc3ccccc3C3CC3)CC2)ccn1
fraggfn_drd2,best_candidate,7,7,35,5,0.9999998383245242,c1ccc(C2CCCN(CCc3ccccc3C3CCCN3)C2)nc1,Ic1ccc(C2CCCN2)c(CCN2CCCC(c3ccccn3)C2)c1
fraggfn_drd2,best_candidate,8,8,40,5,0.9999998141997362,Ic1ccc(CCN2CCCCC2)c(C2CC2)c1,Ic1ccc(CCN2CCC(c3nccs3)CC2)c(C2CC2)c1
fraggfn_drd2,best_candidate,9,9,45,5,0.9999998048676487,c1ccc(C2CCC(c3ccccc3CCN3CCCC3)CO2)nc1,Clc1ccnc(C2CCC(c3ccccc3CCN3CCCC3)CO2)c1
fraggfn_drd2,best_candidate,10,10,50,5,0.9999997666080331,c1cc(CCN2CCC(c3cc[nH]c3)C2)cc(C2CC2)c1,CN(C)c1c(CCN2CCC(c3cc[nH]c3)C2)cccc1C1CC1
fraggfn_drd2,best_candidate,11,11,55,5,0.9999997286713872,c1ccc(C2CCCN(CCc3ccccc3C3CC3)C2)cc1,Ic1ccc(CCN2CCCC(c3ccccc3)C2)c(C2CC2)c1
fraggfn_drd2,best_candidate,12,12,60,5,0.9999997283589193,Clc1ccc(C2CCCN2)c(CCN2CCCC2)c1,Clc1ccc(C2CCCN2)c(CCN2CCC(c3ccc[nH]3)C2)c1
fraggfn_drd2,best_candidate,13,13,65,5,0.9999996774369474,c1ccc(C2CCCN(c3cccc(CCN4CCCC4)c3)C2)nc1,Clc1ccnc(C2CCCN(c3cccc(CCN4CCCC4)c3)C2)c1
fraggfn_drd2,best_candidate,14,14,70,5,0.9999996035892842,CCc1cc(Cl)ccc1C1CCN(c2ccccn2)CC1,Clc1ccc(C2CCN(c3ccccn3)CC2)c(CCN2CCCC2)c1
fraggfn_drd2,best_candidate,15,15,75,5,0.9999995681563759,c1ccc(C2CCNC2)c(CCN2CCC(c3cc[nH]c3)C2)c1,Ic1ccc(C2CCNC2)c(CCN2CCC(c3cc[nH]c3)C2)c1
fraggfn_drd2,best_candidate,16,16,80,5,0.9999995166453072,c1ccc(C2CCCN2c2ccncc2)c(CCN2CCCC2)c1,Fc1ccc(C2CCCN2c2ccncc2)c(CCN2CCCC2)c1
fraggfn_drd2,best_candidate,17,17,85,5,0.9999995018225384,COc1cccc(CCN2CCCC(c3cccs3)C2)c1,COc1cccc(CCN2CCCC(c3cccs3)C2)c1[SH+]C
fraggfn_drd2,best_candidate,18,18,90,5,0.999999482189851,c1csc(C2CCCN(CCc3ccccc3C3CCCN3)C2)c1,Ic1ccc(CCN2CCCC(c3cccs3)C2)c(C2CCCN2)c1
