tag,arm,step,cum_modes,cum_reactions,reactions_added,reward,source_hub,smiles
scent_drd2,best_candidate,1,1,4,4,1.0,CCCN1CCc2c(OC)cccc2C1CNC1CC1,CCCN1CCc2c(OC)cccc2C1CN(Cc1c[nH]c2ccc(Br)cc12)C1CC1
scent_drd2,best_candidate,2,2,8,4,0.9999999403953552,NCCN(CCNc1ccc(Br)cc1O)CCc1c[nH]c2ccccc12,CCCN(CCN(CCN)CCc1c[nH]c2ccccc12)c1ccc(Br)cc1O
scent_drd2,best_candidate,3,3,12,4,0.9999999403953552,Oc1ccc(CCNCc2c[nH]c3cc(Br)ccc23)cc1,CCCN(CC1c2cc(O)ccc2CCN1Cc1c[nH]c2cc(Br)ccc12)C1CC1
scent_drd2,best_candidate,4,4,16,4,0.9999999403953552,COc1cccc2c1CCN(Cc1c[nH]c3ccc(Br)cc13)C2CN1CCCCC1,COc1cccc2c1CCN(Cc1c[nH]c3ccc(Cl)cc13)C2CN1CCCCC1
scent_drd2,best_candidate,5,5,20,4,0.9999999403953552,CCC1c2cccc(Br)c2CCN1CCCNCCc1c[nH]c2ccc(O)cc12,CCC1c2cccc(Cl)c2CCN1CCCNCCc1c[nH]c2ccc(O)cc12
scent_drd2,best_candidate,6,6,24,4,0.9999999403953552,Ic1ccc2[nH]cc(CN3CCC(NCCc4ccccc4)CC3)c2c1,CCC1c2ccccc2CCN1C1CCN(Cc2c[nH]c3ccc(I)cc23)CC1
scent_drd2,best_candidate,7,7,28,4,0.9999999403953552,CCC1c2cccc3c2C(CN1C1CC1)NCC3,CCC1c2cccc3c2C(CN1C1CC1)N(Cc1c[nH]c2ccc(F)cc12)CC3
scent_drd2,best_candidate,8,8,32,4,0.9999999403953552,COc1cccc2c1CCNC2CN(CCCN)C1CC1,COc1cccc2c1CCN(Cc1c[nH]c3ccc(F)cc13)C2CN(CCCN)C1CC1
scent_drd2,best_candidate,9,9,36,4,0.9999999403953552,C=CCN(CCNCc1c[nH]c2ccc(F)cc12)c1ccccc1CCN,C=CCN(CCN(CCC)Cc1c[nH]c2ccc(F)cc12)c1ccccc1CCN
scent_drd2,best_candidate,10,10,40,4,0.9999999403953552,Brc1ccc(N(CCNCCc2c[nH]c3ccccc23)CC2CCN2)cc1,CCCN(CCc1c[nH]c2ccccc12)CCN(CC1CCN1)c1ccc(Br)cc1
scent_drd2,best_candidate,11,11,43,3,0.9999998807907104,CCCN1CCCC(NCCc2ccccc2OC)C1,CCCN1CCCC(N2CCc3c(OC)cccc3C2c2c[nH]c3cc(Br)ccc23)C1
scent_drd2,best_candidate,12,12,47,4,0.9999998807907104,COc1cccc2c1CCN(CCCNC1CC1)C2c1c[nH]c2ccc(F)cc12,C=CCN(CCCN1CCc2c(OC)cccc2C1c1c[nH]c2ccc(F)cc12)C1CC1
scent_drd2,best_candidate,13,13,50,3,0.9999998807907104,COc1ccccc1CCNCC1CCCN1C1CNC1,COc1cccc2c1CCN(CC1CCCN1C1CNC1)C2c1c[nH]c2ccc(Br)cc12
scent_drd2,best_candidate,14,14,54,4,0.9999998807907104,Oc1cc(Br)ccc1NCCN1CCCC(NCCc2c[nH]c3ccccc23)C1,CC(CCl)N(CCN1CCCC(NCCc2c[nH]c3ccccc23)C1)c1ccc(Br)cc1O
scent_drd2,best_candidate,15,15,58,4,0.9999998807907104,CCCN(CCNCCc1ccccc1OC)C1CC1,CCCN(CCN(CCc1ccccc1OC)Cc1c[nH]c2cc(Br)ccc12)C1CC1
scent_drd2,best_candidate,16,16,62,4,0.9999998807907104,O=CCN(CC1CCN1Cc1c[nH]c2ccc(F)cc12)c1ccccc1O,Oc1ccccc1N(CCN1CCCCC1)CC1CCN1Cc1c[nH]c2ccc(F)cc12
scent_drd2,best_candidate,17,17,66,4,0.9999998807907104,Oc1ccccc1NCCN(CC1CCN1)C1CC1,Oc1ccccc1N(CCN(CC1CCN1)C1CC1)Cc1c[nH]c2cc(Br)ccc12
scent_drd2,best_candidate,18,18,70,4,0.9999998807907104,CCCN1CCCC1CN1CCc2c(OC)cccc2C1c1c[nH]c2cc(Br)ccc12,CCCN1CCCC1CN1CCc2c(OC)cccc2C1c1c[nH]c2cc(Cl)ccc12
scent_drd2,best_candidate,19,19,74,4,0.9999998807907104,COc1cccc2c1CCNC2CN(CC1CCCN1)c1cc(F)ccc1O,CCCN1CCCC1CN(CC1NCCc2c(OC)cccc21)c1cc(F)ccc1O
scent_drd2,best_candidate,20,20,78,4,0.9999998211860657,CN(CCN(CCCN)C1CC1)c1ccc(O)c(N)c1,CN(CCN(CCCNCc1c[nH]c2cc(Br)ccc12)C1CC1)c1ccc(O)c(N)c1
scent_drd2,best_candidate,21,21,82,4,0.9999998211860657,Oc1ccc(F)cc1NCCN(CCc1c[nH]c2ccccc12)CC1CCN1,O=CCCN(CCN(CCc1c[nH]c2ccccc12)CC1CCN1)c1cc(F)ccc1O
scent_drd2,best_candidate,22,22,86,4,0.9999998211860657,N#Cc1ccc(O)c(N(CCNCC2CCN2)Cc2c[nH]c3ccc(F)cc23)c1,CCCN(CCN(Cc1c[nH]c2ccc(F)cc12)c1cc(C#N)ccc1O)CC1CCN1
scent_drd2,best_candidate,23,23,89,3,0.9999998211860657,Fc1ccc(CNCCCNCCc2c[nH]c3ccccc23)cc1,CCCN(CCCNCCc1c[nH]c2ccccc12)Cc1ccc(F)cc1
scent_drd2,best_candidate,24,24,92,3,0.9999998211860657,COc1ccccc1CCNC1CCCN(C2CNC2)C1,COc1cccc2c1CCN(C1CCCN(C3CNC3)C1)C2c1c[nH]c2ccc(F)cc12
